0:	00000010
1:	00000011
2:	00000101
3:	00000000
4:	00000101
5:	00000101
6:	00000111
7:	00000011
8:	00000011
9:	00000110
10:	00000011
11:	00000100
12:	00000110
13:	00000000
14:	00000000
15:	00000100
16:	00000001
17:	00000100
18:	00000011
19:	00000001
20:	00000011
21:	00000110
22:	00000010
23:	00000110
24:	00000010
25:	00000001
26:	00000010
27:	00000111
28:	00000001
29:	00000100
30:	00000001
31:	00000110
32:	00000100
33:	00000100
34:	00000101
35:	00000101
36:	00000011
37:	00000010
38:	00000100
39:	00000101
40:	00000101
41:	00000110
42:	00000110
43:	00000110
44:	00000111
45:	00000100
46:	00000111
47:	00000000
48:	00000110
49:	00000110
50:	00000001
51:	00000010
52:	00000110
53:	00000101
54:	00000111
55:	00000010
56:	00000001
57:	00000111
58:	00000110
59:	00000011
60:	00000101
61:	00000010
62:	00000110
63:	00000011
64:	00000001
65:	00000011
66:	00000100
67:	00000101
68:	00000010
69:	00000010
70:	00000111
71:	00000110
72:	00000000
73:	00000111
74:	00000011
75:	00000011
76:	00000011
77:	00000011
78:	00000100
79:	00000110
80:	00000101
81:	00000101
82:	00000011
83:	00000000
84:	00000001
85:	00000110
86:	00000101
87:	00000000
88:	00000101
89:	00000111
90:	00000010
91:	00000101
92:	00000100
93:	00000001
94:	00000100
95:	00000001
96:	00000111
97:	00000101
98:	00000001
99:	00000110
100:	00000101
101:	00000101
102:	00000010
103:	00000110
104:	00000001
105:	00000010
106:	00000101
107:	00000101
108:	00000011
109:	00000000
110:	00000000
111:	00000001
112:	00000001
113:	00000111
114:	00000111
115:	01110011
116:	01110100
117:	01110101
118:	01110110
119:	01110111
120:	01111000
121:	01111001
122:	01111010
123:	01111011
124:	01111100
125:	01111101
126:	01111110
127:	01111111
128:	10000000
129:	10000001
130:	10000010
131:	10000011
132:	10000100
133:	10000101
134:	10000110
135:	10000111
136:	10001000
137:	10001001
138:	10001010
139:	10001011
140:	10001100
141:	10001101
142:	10001110
143:	10001111
144:	10010000
145:	10010001
146:	10010010
147:	10010011
148:	10010100
149:	10010101
150:	10010110
151:	10010111
152:	10011000
153:	10011001
154:	10011010
155:	10011011
156:	10011100
157:	10011101
158:	10011110
159:	10011111
160:	10100000
161:	10100001
162:	10100010
163:	10100011
164:	10100100
165:	10100101
166:	10100110
167:	10100111
168:	10101000
169:	10101001
170:	10101010
171:	10101011
172:	10101100
173:	10101101
174:	10101110
175:	10101111
176:	10110000
177:	10110001
178:	10110010
179:	10110011
180:	10110100
181:	10110101
182:	10110110
183:	10110111
184:	10111000
185:	10111001
186:	10111010
187:	10111011
188:	10111100
189:	10111101
190:	10111110
191:	10111111
192:	11000000
193:	11000001
194:	11000010
195:	11000011
196:	11000100
197:	11000101
198:	11000110
199:	11000111
200:	11001000
201:	11001001
202:	11001010
203:	11001011
204:	11001100
205:	11001101
206:	11001110
207:	11001111
208:	11010000
209:	11010001
210:	11010010
211:	11010011
212:	11010100
213:	11010101
214:	11010110
215:	11010111
216:	11011000
217:	11011001
218:	11011010
219:	11011011
220:	11011100
221:	11011101
222:	11011110
223:	11011111
224:	11100000
225:	11100001
226:	11100010
227:	11100011
228:	11100100
229:	11100101
230:	11100110
231:	11100111
232:	11101000
233:	11101001
234:	11101010
235:	11101011
236:	11101100
237:	11101101
238:	11101110
239:	11101111
240:	11110000
241:	11110001
242:	11110010
243:	11110011
244:	11110100
245:	11110101
246:	11110110
247:	11110111
248:	11111000
249:	11111001
250:	11111010
251:	11111011
252:	11111100
253:	11111101
254:	11111110
255:	11111111
256:	00000000
257:	00000001
258:	00000010
259:	00000011
260:	00000100
261:	00000101
262:	00000110
263:	00000111
264:	00001000
265:	00001001
266:	00001010
267:	00001011
268:	00001100
269:	00001101
270:	00001110
271:	00001111
272:	00010000
273:	00000010
274:	00000000
275:	00000101
276:	00000000
277:	00000100
278:	00000111
279:	00000100
280:	00000101
281:	00000101
282:	00000010
283:	00000011
284:	00000010
285:	00000101
286:	00000010
287:	00000000
288:	00000000
289:	00000100
290:	00000011
291:	00000011
292:	00000001
293:	00000001
294:	00000101
295:	00000110
296:	00000111
297:	00000011
298:	00000111
299:	00000011
300:	00000100
301:	00000000
302:	00000011
303:	00000111
304:	00000001
305:	00000101
306:	00000000
307:	00000101
308:	00000011
309:	00000110
310:	00000011
311:	00000111
312:	00000010
313:	00000110
314:	00000111
315:	00000001
316:	00000100
317:	00000001
318:	00000111
319:	00000110
320:	00000010
321:	00000111
322:	00000010
323:	00000111
324:	00000001
325:	00000100
326:	00000111
327:	00000000
328:	00000100
329:	00000110
330:	00000000
331:	00000101
332:	00000000
333:	00000110
334:	00000011
335:	00000110
336:	00000000
337:	01010001
338:	01010010
339:	01010011
340:	01010100
341:	01010101
342:	01010110
343:	01010111
344:	01011000
345:	01011001
346:	01011010
347:	01011011
348:	01011100
349:	01011101
350:	01011110
351:	01011111
352:	01100000
353:	01100001
354:	01100010
355:	01100011
356:	01100100
357:	01100101
358:	01100110
359:	01100111
360:	01101000
361:	01101001
362:	01101010
363:	01101011
364:	01101100
365:	01101101
366:	01101110
367:	01101111
368:	01110000
369:	01110001
370:	01110010
371:	01110011
372:	01110100
373:	01110101
374:	01110110
375:	00000000
376:	00000101
377:	00000110
378:	00000010
379:	00000000
380:	00000000
381:	00000011
382:	00000111
383:	00000110
384:	00000001
385:	00000100
386:	00000101
387:	00000111
388:	00000010
389:	00000111
390:	00000100
391:	00000100
392:	00000010
393:	00000011
394:	00000000
395:	00000101
396:	00000111
397:	00000001
398:	00000000
399:	00000000
400:	00000111
401:	00000111
402:	00000111
403:	00000010
404:	00000011
405:	00000111
406:	00000011
407:	00000100
408:	00000101
409:	00000001
410:	00000100
411:	00000010
412:	00000001
413:	00000100
414:	00000111
415:	00000000
416:	00000010
417:	00000010
418:	00000100
419:	00000101
420:	00000111
421:	00000101
422:	00000100
423:	00000101
424:	00000110
425:	00000100
426:	00000111
427:	00000010
428:	00000111
429:	00000011
430:	00000101
431:	00000011
432:	00000101
433:	00000010
434:	00000011
435:	00000111
436:	00000000
437:	00000100
438:	00000000
439:	10110111
440:	10111000
441:	10111001
442:	10111010
443:	10111011
444:	10111100
445:	10111101
446:	10111110
447:	10111111
448:	11000000
449:	11000001
450:	11000010
451:	11000011
452:	11000100
453:	11000101
454:	11000110
455:	11000111
456:	11001000
457:	11001001
458:	11001010
459:	11001011
460:	11001100
461:	11001101
462:	11001110
463:	11001111
464:	11010000
465:	11010001
466:	11010010
467:	11010011
468:	11010100
469:	11010101
470:	11010110
471:	11010111
472:	11011000
473:	11011001
474:	11011010
475:	11011011
476:	11011100
477:	11011101
478:	11011110
479:	11011111
480:	11100000
481:	11100001
482:	00000000
483:	00000001
484:	00000100
485:	00000001
486:	00000111
487:	00000110
488:	00000000
489:	00000010
490:	00000010
491:	00000011
492:	00000110
493:	00000100
494:	00000010
495:	00000110
496:	00000001
497:	00000010
498:	00000001
499:	00000010
500:	00000010
501:	00000011
502:	00000101
503:	00000011
504:	00000001
505:	00000011
506:	00000111
507:	00000110
508:	00000110
509:	00000010
510:	00000101
511:	00000101
512:	00000100
513:	00000011
514:	00000101
515:	00000010
516:	00000000
517:	00000000
518:	00000011
519:	00000001
520:	00000110
521:	00000100
522:	00000101
523:	00000010
524:	00000110
525:	00000001
526:	00000101
527:	00000111
528:	00000101
529:	00000100
530:	00000110
531:	00000011
532:	00000110
533:	00000101
534:	00000010
535:	00000100
536:	00000010
537:	00000011
538:	00000011
539:	00000111
540:	00000001
541:	00000010
542:	00000110
543:	00000000
544:	00000100
545:	00000101
546:	00000100
547:	00000011
548:	00000000
549:	00000001
550:	00000011
551:	00000011
552:	00000101
553:	00000000
554:	00000110
555:	00000011
556:	00000101
557:	00000010
558:	00000111
559:	00000111
560:	00000010
561:	00000110
562:	00000101
563:	00000011
564:	00000100
565:	00000010
566:	00000001
567:	00000001
568:	00000111
569:	00000100
570:	00000110
571:	00000101
572:	00000100
573:	00000010
574:	00000000
575:	00000011
576:	00000111
577:	00000111
578:	00000110
579:	00000100
580:	00000001
581:	00000111
582:	00000010
583:	00000100
584:	00000111
585:	00000101
586:	00000001
587:	00000111
588:	00000011
589:	00000010
590:	00000110
591:	00000110
592:	00000001
593:	00000001
594:	00000100
595:	00000100
596:	00000101
597:	00000001
598:	00000100
599:	00000110
600:	00000011
601:	00000011
602:	00000011
603:	00000001
604:	00000101
605:	00000011
606:	00000110
607:	00000110
608:	00000010
609:	00000011
610:	00000101
611:	00000011
612:	00000011
613:	00000000
614:	00000001
615:	00000110
616:	00000001
617:	00000111
618:	00000101
619:	00000010
620:	00000100
621:	00000101
622:	00000101
623:	00000100
624:	00000001
625:	00000010
626:	00000001
627:	00000010
628:	01110100
629:	01110101
630:	01110110
631:	01110111
632:	01111000
633:	01111001
634:	01111010
635:	01111011
636:	01111100
637:	01111101
638:	01111110
639:	01111111
640:	10000000
641:	10000001
642:	10000010
643:	00000110
644:	00000111
645:	00000010
646:	00000011
647:	00000100
648:	00000011
649:	00000001
650:	00000100
651:	00000110
652:	00000010
653:	00000100
654:	00000010
655:	00000011
656:	00000000
657:	00000000
658:	00000001
659:	00000011
660:	00000000
661:	00000001
662:	00000110
663:	00000000
664:	00000001
665:	00000111
666:	00000001
667:	00000111
668:	00000000
669:	00000110
670:	00000101
671:	00000101
672:	00000101
673:	00000110
674:	00000100
675:	00000101
676:	00000010
677:	00000101
678:	00000100
679:	00000001
680:	00000010
681:	00000001
682:	00000110
683:	00000111
684:	00000111
685:	00000011
686:	00000001
687:	00000110
688:	00000111
689:	00000000
690:	00000010
691:	00000000
692:	00000111
693:	00000010
694:	00000000
695:	00000011
696:	00000000
697:	00000110
698:	00000101
699:	00000011
700:	00000001
701:	00000111
702:	00000111
703:	00000010
704:	00000101
705:	00000011
706:	00000111
707:	11000011
708:	11000100
709:	11000101
710:	11000110
711:	11000111
712:	11001000
713:	11001001
714:	11001010
715:	11001011
716:	11001100
717:	11001101
718:	11001110
719:	11001111
720:	11010000
721:	11010001
722:	11010010
723:	11010011
724:	11010100
725:	11010101
726:	11010110
727:	11010111
728:	11011000
729:	11011001
730:	11011010
731:	11011011
732:	11011100
733:	11011101
734:	11011110
735:	11011111
736:	11100000
737:	11100001
738:	11100010
739:	11100011
740:	11100100
741:	11100101
742:	11100110
743:	11100111
744:	11101000
745:	11101001
746:	11101010
747:	11101011
748:	11101100
749:	11101101
750:	11101110
751:	11101111
752:	11110000
753:	11110001
754:	11110010
755:	11110011
756:	11110100
757:	11110101
758:	11110110
759:	11110111
760:	11111000
761:	11111001
762:	11111010
763:	11111011
764:	11111100
765:	11111101
766:	11111110
767:	11111111
768:	00000000
769:	00000001
770:	00000010
771:	00000011
772:	00000100
773:	00000101
774:	00000110
775:	00000111
776:	00001000
777:	00001001
778:	00001010
779:	00001011
780:	00001100
781:	00001101
782:	00001110
783:	00001111
784:	00010000
785:	00010001
786:	00010010
787:	00010011
788:	00010100
789:	00010101
790:	00010110
791:	00010111
792:	00011000
793:	00011001
794:	00011010
795:	00011011
796:	00011100
797:	00011101
798:	00011110
799:	00011111
800:	00100000
801:	00100001
802:	00100010
803:	00100011
804:	00100100
805:	00100101
806:	00100110
807:	00100111
808:	00101000
809:	00101001
810:	00101010
811:	00101011
812:	00101100
813:	00101101
814:	00101110
815:	00101111
816:	00000010
817:	00000100
818:	00000010
819:	00000110
820:	00000110
821:	00000100
822:	00000111
823:	00000100
824:	00000011
825:	00000010
826:	00000000
827:	00000111
828:	00000010
829:	00000100
830:	00000010
831:	00000000
832:	00000110
833:	00000110
834:	00000011
835:	00000110
836:	00000001
837:	00000001
838:	00000010
839:	00000001
840:	00000001
841:	00000111
842:	00000001
843:	00000000
844:	00000000
845:	00000110
846:	00000111
847:	00000101
848:	00000101
849:	00000011
850:	00000011
851:	00000111
852:	00000101
853:	00000001
854:	00000110
855:	00000001
856:	00000110
